# Pl,Age,Playing Time MP,Playing Time Min,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success (xG) xG+/-90
26,26.1,34,3060,34,374,NA,NA,96,0,142,Negative
26,24.1,34,3060,34,374,NA,NA,100,0,138,Negative
25,26.3,34,3060,34,374,NA,NA,99,0,139,Negative
23,25.1,34,3060,34,374,NA,NA,91,0,146,Negative
27,24.1,34,3060,34,374,NA,NA,101,0,132,Negative
29,25,34,3060,34,374,NA,NA,101,0,138,Negative
31,26,34,3060,34,374,NA,NA,97,0,139,Negative
30,26.6,34,3060,34,374,NA,NA,96,0,141,Negative
29,27,34,3060,34,374,NA,NA,96,0,139,Negative
25,27.6,34,3060,34,374,NA,NA,100,0,137,Negative
28,26.6,34,3060,34,374,NA,NA,98,0,135,Negative
28,26.5,34,3060,34,374,NA,NA,97,0,140,Negative
26,25.9,34,3060,34,374,NA,NA,88,0,150,Negative
27,25.1,34,3060,34,374,NA,NA,100,0,138,Negative
31,27.3,34,3060,34,374,NA,NA,95,0,143,Negative
26,26.2,34,3060,34,374,NA,NA,95,0,141,Negative
23,25.1,34,3060,34,374,NA,NA,94,0,144,Negative
22,24.9,34,3060,34,374,NA,NA,98,0,139,Negative
19,25.7,34,3060,34,374,NA,NA,98,0,140,Negative
29,25.3,34,3060,34,374,NA,NA,97,0,140,Negative
24,26.8,34,3060,34,374,NA,NA,101,0,137,Negative
29,25.2,34,3060,34,374,NA,NA,95,0,142,Negative
24,24.9,34,3060,34,374,NA,NA,97,0,140,Negative
31,25.7,34,3060,34,374,NA,NA,97,0,140,Negative
22,26.1,34,3060,34,374,NA,NA,101,0,137,Negative
25,26.5,34,NA,NA,374,NA,NA,97,0,NA,Negative
26,25.9,34,NA,NA,374,NA,NA,100,0,NA,Negative
27,25.6,34,NA,NA,374,NA,NA,93,0,NA,Negative
30,23.9,34,NA,NA,374,NA,NA,96,0,NA,Negative
28,25,34,NA,NA,374,NA,NA,82,0,NA,Negative
26,25.7,34,NA,NA,374,NA,NA,96,0,NA,Negative
25,26.1,34,NA,NA,374,NA,NA,99,0,NA,Negative
25,24,34,NA,NA,374,NA,NA,99,0,NA,Negative
24,25.4,34,NA,NA,374,NA,NA,98,0,NA,Negative
21,25.6,34,NA,NA,374,NA,NA,98,0,NA,Negative
27,25.9,34,NA,NA,374,NA,NA,94,0,NA,Negative
27,24.8,34,NA,NA,374,NA,NA,97,0,NA,Negative
27,25.8,34,NA,NA,374,NA,NA,94,0,NA,Negative
26,25.9,34,NA,NA,374,NA,NA,99,0,NA,Negative
29,25.9,34,NA,NA,374,NA,NA,102,0,NA,Negative
24,26.1,34,NA,NA,374,NA,NA,94,0,NA,Negative
23,24.9,34,NA,NA,374,NA,NA,99,0,NA,Negative
28,26.6,34,NA,NA,373,NA,NA,96,0,NA,Negative
27,24.9,34,NA,NA,374,NA,NA,94,0,NA,Negative
27,24.4,34,NA,NA,374,NA,NA,89,0,NA,Negative
25,24.9,34,NA,NA,374,NA,NA,99,0,NA,Negative
33,24.3,34,NA,NA,374,NA,NA,96,0,NA,Negative
24,24.3,34,NA,NA,374,NA,NA,93,0,NA,Negative
22,25.3,34,NA,NA,374,NA,NA,100,0,NA,Negative
29,28.4,34,NA,NA,373,NA,NA,99,0,NA,Negative
25,27,34,NA,NA,374,NA,NA,99,0,NA,Negative
26,25.1,34,NA,NA,374,NA,NA,94,0,NA,Negative
27,25.6,34,NA,NA,374,NA,NA,93,0,NA,Negative
24,24.2,34,NA,NA,374,NA,NA,86,0,NA,Negative
29,27.1,34,NA,NA,374,NA,NA,96,0,NA,Negative
32,26.6,25,2250,25,275,82,171,100,21,124,Negative
29,27.2,25,2250,25,275,82,165,109,21,103,Negative
27,27.7,24,2160,24,264,83,157,105,17,107,Negative
28,26.8,25,2250,25,275,82,161,114,19,111,Positive
24,26.7,25,2250,25,275,84,182,93,19,129,Positive
28,25.8,24,2160,24,264,83,175,88,21,127,Negative
28,26.3,25,2250,25,275,82,173,100,20,117,Positive
29,27.7,24,2160,24,264,80,151,112,23,97,Positive
26,25.3,24,2160,24,264,81,166,95,23,121,Positive
29,26.3,25,2250,25,275,80,152,116,21,106,Negative
30,27.4,24,2160,24,264,81,159,102,23,113,Positive
30,25.4,24,2160,24,264,82,160,97,20,119,Positive
32,25.9,24,2160,24,264,82,152,109,20,106,Positive
28,28.3,24,2160,24,264,80,152,107,23,98,Negative
29,25.8,24,2160,24,264,83,161,101,19,115,Negative
30,26.4,24,2160,24,264,82,171,91,21,118,Negative
30,27.4,38,3420,38,418,84,260,154,16,183,Negative
39,25.7,38,3420,38,418,81,233,182,19,160,Negative
25,25.4,38,3420,38,418,83,270,146,19,185,Negative
28,26.9,38,3420,38,418,82,253,159,19,183,Negative
26,26.1,38,3420,38,418,83,269,145,18,181,Positive
30,25.6,38,3420,38,418,82,275,139,22,184,Positive
27,25,38,3420,38,418,84,273,144,17,196,Positive
36,25.9,38,3420,38,418,81,269,146,25,191,Negative
27,24.4,38,3420,38,418,81,246,168,21,173,Positive
26,25.8,38,3420,38,418,83,248,162,16,168,Negative
26,26.1,38,3420,38,418,83,256,159,17,170,Negative
27,25,38,3420,38,418,81,245,169,20,171,Positive
36,27.8,38,3420,38,418,85,276,140,15,201,Positive
35,24,38,3420,38,418,79,247,168,27,174,Negative
39,25.1,38,3420,38,418,79,229,185,23,155,Negative
35,27.1,38,3420,38,418,82,253,164,20,170,Negative
31,27.9,38,3420,38,418,81,247,170,21,168,Negative
28,27.6,38,3420,38,418,81,245,169,22,172,Negative
26,24.9,38,3420,38,418,84,269,146,17,194,Negative
33,25.7,38,3420,38,418,82,265,150,21,179,Negative
27,26.4,38,3420,38,418,83,249,164,18,178,Positive
21,25.4,38,3420,38,418,83,247,169,18,170,Positive
27,26.8,38,3420,38,418,82,253,163,19,179,Negative
29,25.8,38,3420,38,418,81,237,175,20,161,Positive
27,25.7,38,3420,38,418,83,281,133,22,205,Negative
25,28,38,3420,38,418,82,249,162,18,177,Negative
25,25.8,38,3420,38,418,83,275,139,19,202,Negative
31,23.5,38,3420,38,418,83,277,137,21,196,Negative
33,25.8,38,3420,38,418,83,269,148,19,190,Negative
33,26.7,38,3420,38,418,82,254,160,20,179,Positive
29,24.6,38,3420,38,418,82,266,145,21,195,Negative
32,25.5,38,3420,38,418,82,259,154,20,187,Positive
40,25.4,38,3420,38,418,80,242,176,23,164,Negative
26,26.8,38,3420,38,418,84,271,144,17,196,Positive
26,28,28,2520,28,308,84,NA,80,23,116,Positive
24,26.1,28,2520,28,308,85,NA,82,18,114,Negative
28,26.9,28,2520,28,308,83,NA,82,25,114,Negative
25,24.3,28,2520,28,308,85,NA,80,17,116,Positive
27,24.8,28,2520,28,308,84,NA,81,21,115,Positive
23,27.1,28,2520,28,308,86,NA,82,15,114,Positive
24,25.9,28,2520,28,308,85,NA,77,18,119,Negative
28,26,28,2520,28,308,85,NA,76,16,117,Positive
27,28.5,28,2520,28,308,86,NA,74,16,121,Positive
29,25.4,28,2520,28,308,86,NA,71,17,124,Negative
28,25.4,28,2520,28,308,85,NA,80,15,116,Negative
26,25.3,28,2520,28,308,85,NA,81,18,115,Positive
26,25.5,28,2520,28,308,85,NA,83,17,111,Positive
31,27,28,2520,28,308,84,NA,82,23,114,Negative
25,25.8,27,2430,27,297,86,NA,80,15,109,Positive
30,25.1,28,2520,28,308,84,NA,82,20,113,Negative
26,26.5,38,3420,38,418,85,307,106,18,160,Negative
24,28,38,3420,38,418,84,304,110,20,155,Positive
33,25.3,38,3420,38,418,84,303,110,22,156,Negative
26,25.8,38,3420,38,418,83,301,113,23,153,Negative
30,26,38,3420,38,418,84,306,107,22,158,Negative
25,24.4,38,3420,38,418,85,309,108,20,158,Positive
24,26.9,38,3420,38,418,85,301,110,18,156,Positive
42,25.6,38,3420,38,418,84,312,102,22,163,Negative
25,28,38,3420,38,418,85,308,107,17,156,Positive
33,25.9,38,3420,38,418,86,300,112,15,154,Positive
30,24.2,38,3420,38,418,85,307,109,19,157,Negative
23,24.1,38,3420,38,418,85,302,111,19,155,Negative
30,26.2,38,3420,38,418,84,305,109,21,140,Positive
27,26.2,38,3420,38,418,85,304,112,20,154,Negative
29,27.8,38,3420,38,418,84,298,113,19,151,Positive
29,25.5,38,3420,38,418,84,312,102,21,163,Negative
30,27.5,38,3420,38,418,85,303,111,20,155,Negative
27,27.1,38,3420,38,418,84,303,112,22,153,Positive
31,25.1,38,3420,38,418,84,303,112,21,153,Positive
26,27.3,38,3420,38,418,84,320,95,25,170,Negative
26,26.6,38,3420,38,418,84,302,111,20,154,Negative
23,27.2,38,3420,38,418,84,304,113,20,153,Negative
25,22.6,38,3420,38,418,83,303,109,25,157,Negative
26,24.4,38,3420,38,418,85,308,108,18,158,Positive
36,27.4,38,3420,38,418,84,308,102,22,157,Negative
23,26.4,38,3420,38,418,84,306,110,21,155,Positive
30,25.6,38,3420,38,418,83,301,111,24,155,Positive
31,25,38,3420,38,418,86,319,95,15,171,Negative
28,26.1,38,3420,38,418,85,306,105,19,161,Positive
28,24.2,38,3420,38,418,85,314,101,21,164,Positive
30,26.6,38,3420,38,418,83,304,107,24,158,Negative
25,27.2,38,3420,38,418,85,304,110,18,156,Negative
25,23.9,38,3420,38,418,84,305,110,22,156,Negative
25,26.7,38,3420,38,418,83,298,114,23,152,Negative
29,26.9,38,3420,38,418,NA,NA,102,0,162,Negative
27,28.7,38,3420,38,418,NA,NA,101,0,164,Negative
27,27.7,38,3420,38,418,NA,NA,108,0,157,Negative
25,27.6,38,3420,38,418,NA,NA,107,0,159,Negative
31,26.9,38,3420,38,418,NA,NA,108,0,158,Negative
30,26.8,38,3420,38,418,NA,NA,110,0,157,Negative
27,25,38,3420,38,418,NA,NA,104,0,161,Negative
27,27.4,38,3420,38,418,NA,NA,112,0,154,Negative
31,26.5,38,3420,38,418,NA,NA,105,0,161,Negative
29,25,38,3420,38,418,NA,NA,112,0,154,Negative
27,27.2,38,3420,38,418,NA,NA,109,0,158,Negative
27,24.3,38,3420,38,418,NA,NA,85,0,179,Negative
28,26.4,38,3420,38,418,NA,NA,111,0,155,Negative
31,26.3,38,3420,38,418,NA,NA,110,0,156,Negative
34,26.1,38,3420,38,418,NA,NA,111,0,153,Negative
30,23.3,38,3420,38,418,NA,NA,112,0,153,Negative
29,27.2,38,3420,38,418,NA,NA,110,0,155,Negative
26,28.7,38,3420,38,418,NA,NA,98,0,165,Negative
35,24.9,38,3420,38,418,NA,NA,114,0,151,Negative
24,28.2,38,3420,38,418,NA,NA,104,0,162,Negative
28,28.4,38,3420,38,418,NA,NA,105,0,161,Negative
31,25.4,38,3420,38,418,NA,NA,113,0,152,Negative
30,25.5,38,3420,38,418,NA,NA,113,0,153,Negative
28,25,38,3420,38,418,NA,NA,112,0,155,Negative
31,26.1,38,3420,38,418,NA,NA,110,0,157,Negative
30,27.1,38,3420,38,418,NA,NA,106,0,158,Negative
29,25.8,38,3420,38,418,NA,NA,109,0,157,Negative
33,24.2,38,3420,38,418,NA,NA,111,0,155,Negative
28,27,38,3420,38,418,NA,NA,111,0,154,Negative
31,26.9,38,3420,38,418,NA,NA,113,0,153,Negative
31,27.2,38,3420,38,418,NA,NA,114,0,151,Negative
33,26.5,38,3420,38,418,NA,NA,114,0,153,Negative
31,27.2,38,3420,38,418,NA,NA,95,0,169,Negative
30,26.2,38,3420,38,418,NA,NA,110,0,154,Negative
23,27.2,38,3420,38,418,NA,NA,104,0,160,Negative
29,26.8,38,3420,38,418,NA,NA,113,0,151,Negative
28,28.3,38,3420,38,418,NA,NA,107,0,157,Negative
27,26,38,3420,38,418,NA,NA,109,0,150,Negative
27,26.4,38,3420,38,418,NA,NA,104,0,149,Negative
32,24.8,38,3420,38,418,NA,NA,107,0,158,Negative
25,25.6,38,3420,38,418,NA,NA,103,0,162,Negative
27,25.5,38,3420,38,418,NA,NA,111,0,155,Negative
26,27.3,38,3420,38,418,NA,NA,111,0,143,Negative
27,26.3,38,3420,38,418,NA,NA,109,0,153,Negative
30,24,38,3420,38,417,NA,NA,108,0,157,Negative
23,26.8,38,3420,38,418,NA,NA,101,0,164,Negative
30,27,38,3420,38,418,NA,NA,113,0,153,Negative
22,26,38,3420,38,418,NA,NA,110,0,156,Negative
24,27.1,38,3420,38,418,NA,NA,108,0,155,Negative
27,24.4,38,3420,38,418,NA,NA,102,0,162,Negative
27,28.7,38,NA,NA,418,NA,NA,109,0,NA,Negative
29,26.9,38,NA,NA,418,NA,NA,109,0,NA,Negative
25,27.2,38,NA,NA,418,NA,NA,107,0,NA,Negative
22,26.9,38,NA,NA,418,NA,NA,107,0,NA,Negative
28,25.6,38,NA,NA,418,NA,NA,107,0,NA,Negative
28,25,38,NA,NA,418,NA,NA,103,0,NA,Negative
24,26.4,38,NA,NA,418,NA,NA,101,0,NA,Negative
29,26.4,38,NA,NA,418,NA,NA,105,0,NA,Negative
26,26,38,NA,NA,418,NA,NA,108,0,NA,Negative
28,25.7,38,NA,NA,418,NA,NA,112,0,NA,Negative
23,26.6,38,NA,NA,418,NA,NA,104,0,NA,Negative
32,25.5,38,NA,NA,418,NA,NA,112,0,NA,Negative
26,26.9,38,NA,NA,418,NA,NA,110,0,NA,Negative
36,25.2,38,NA,NA,418,NA,NA,109,0,NA,Negative
28,24.2,38,NA,NA,418,NA,NA,99,0,NA,Negative
26,26.7,38,NA,NA,418,NA,NA,94,0,NA,Negative
28,28.5,38,NA,NA,418,NA,NA,108,0,NA,Negative
29,27.8,38,NA,NA,418,NA,NA,102,0,NA,Negative
26,27,38,NA,NA,418,NA,NA,102,0,NA,Negative
33,26.3,38,NA,NA,418,NA,NA,110,0,NA,Negative
25,26.9,38,NA,NA,418,NA,NA,113,0,NA,Negative
31,26,38,NA,NA,418,NA,NA,103,0,NA,Negative
25,26.4,38,NA,NA,418,NA,NA,91,0,NA,Negative
28,26.6,38,NA,NA,418,NA,NA,106,0,NA,Negative
29,25.5,38,NA,NA,418,NA,NA,92,0,NA,Negative
32,24.9,38,NA,NA,418,NA,NA,107,0,NA,Negative
31,26.8,38,NA,NA,418,NA,NA,108,0,NA,Negative
26,26.1,38,NA,NA,418,NA,NA,109,0,NA,Negative
31,24.8,38,NA,NA,418,NA,NA,106,0,NA,Negative
25,25.9,38,NA,NA,418,NA,NA,98,0,NA,Negative
24,24.1,38,NA,NA,418,NA,NA,96,0,NA,Negative
26,26.7,38,NA,NA,418,NA,NA,106,0,NA,Negative
25,26.8,23,2070,23,253,79,141,111,24,132,Positive
26,27.6,23,2070,23,253,81,150,101,21,161,Negative
31,26.6,23,2070,23,253,79,139,113,24,195,Negative
28,25.8,24,2160,24,264,79,142,118,23,209,Negative
28,27.3,23,2070,23,253,79,138,113,24,187,Positive
34,27.1,23,2070,23,253,79,141,110,24,187,Negative
23,29.3,23,2070,23,253,81,140,112,20,171,Positive
26,28.3,23,2070,23,253,81,151,100,23,137,Positive
27,25.1,24,2160,24,264,80,144,118,21,217,Negative
30,27.1,23,2070,23,253,79,137,115,23,220,Negative
24,27.1,24,2160,24,264,82,148,115,19,208,Positive
26,28.1,23,2070,23,253,82,153,100,20,189,Positive
28,28.1,23,2070,23,253,80,144,107,24,183,Negative
32,28.7,23,2070,23,253,79,143,109,26,148,Negative
29,26.8,24,2160,24,264,81,157,106,21,188,Negative
34,26.1,23,2070,23,253,81,150,102,22,194,Negative
28,26,23,2070,23,253,82,156,97,21,184,Negative
25,26.7,23,2070,23,253,80,146,107,22,171,Negative
36,26.6,38,3420,38,418,81,242,171,20,276,Negative
28,24.5,38,3420,38,418,80,236,178,23,271,Negative
28,26.4,38,3420,38,418,81,235,179,21,275,Positive
40,27,38,3420,38,418,78,241,179,27,268,Negative
31,26.8,38,3420,38,418,81,250,165,23,244,Positive
27,28.9,38,3420,38,418,81,232,186,19,264,Positive
32,27.4,38,3420,38,418,81,257,161,23,223,Positive
27,29,38,3420,38,418,82,258,155,21,288,Positive
28,25.6,38,3420,38,418,80,244,173,23,251,Positive
27,27.9,38,3420,38,418,82,247,172,18,220,Positive
42,27.7,38,3420,38,418,80,235,179,23,246,Negative
29,26.1,38,3420,38,418,83,251,165,17,264,Negative
30,24.4,38,3420,38,418,82,278,137,23,268,Negative
31,25.2,38,3420,38,418,81,253,163,22,284,Positive
29,26.2,38,3420,38,418,82,259,155,21,269,Negative
39,26.1,38,3420,38,418,79,229,183,24,264,Negative
30,27.3,38,3420,38,418,80,240,176,23,253,Positive
29,28.7,38,3420,38,418,80,238,178,24,258,Negative
37,27.2,38,3420,38,418,81,243,172,21,275,Negative
32,26.5,38,3420,38,418,84,252,163,16,277,Negative
30,26.6,38,3420,38,418,82,256,158,19,287,Negative
32,26.2,38,3420,38,418,79,250,170,26,281,Negative
25,27.7,38,3420,38,418,83,257,162,19,251,Positive
30,27.7,38,3420,38,418,83,268,146,20,265,Positive
30,29.4,38,3420,38,418,80,228,189,22,239,Positive
29,24.4,38,3420,38,418,82,261,156,22,277,Positive
25,27.1,38,3420,38,418,82,247,169,19,256,Positive
42,28,38,3420,38,418,80,251,167,24,272,Negative
31,26.7,38,3420,38,418,83,263,153,20,262,Positive
27,27.9,38,3420,38,418,82,263,153,22,295,Negative
35,25.2,38,3420,38,418,80,234,180,22,268,Negative
33,27.2,38,3420,38,418,83,272,146,20,272,Negative
30,27.2,38,3420,38,418,82,NA,134,23,268,Positive
31,27.2,38,3420,38,418,83,NA,136,20,274,Positive
32,25.6,38,3420,38,418,83,NA,121,23,235,Negative
33,27.4,38,3420,38,418,83,NA,129,21,298,Negative
33,25.1,38,3420,38,418,83,NA,129,21,323,Positive
34,26.8,38,3420,38,418,82,NA,135,23,305,Negative
30,26.1,38,3420,38,418,83,NA,128,22,320,Negative
29,27.7,38,3420,38,418,84,NA,134,18,298,Positive
27,27.9,38,3420,38,418,83,NA,137,22,307,Positive
32,24.6,38,3420,38,418,82,NA,128,25,302,Positive
25,26.9,38,3420,38,418,83,NA,135,21,277,Positive
25,28.8,38,3420,38,418,83,NA,136,22,244,Negative
31,26.9,38,3420,38,418,83,NA,131,21,272,Positive
31,26,38,3420,38,418,82,NA,127,24,321,Negative
31,26.4,38,3420,38,418,83,NA,138,21,306,Negative
34,27.5,38,3420,38,418,83,NA,129,22,307,Negative
27,27.3,38,3420,38,418,84,NA,118,21,277,Negative
25,26.5,38,3420,38,418,84,NA,124,19,299,Negative
29,27,38,3420,38,418,85,301,112,19,339,Negative
36,28.3,38,3420,38,418,83,300,113,23,327,Negative
29,26.4,38,3420,38,418,85,311,106,21,319,Negative
27,24.1,38,3420,38,418,84,306,109,23,316,Positive
33,26.4,38,3420,38,418,85,306,110,20,339,Negative
31,26,38,3420,38,418,83,300,112,23,327,Negative
23,27.7,38,3420,38,418,85,303,114,20,251,Positive
31,28,38,3420,38,418,85,315,102,20,251,Positive
30,27.9,38,3420,38,418,83,301,113,24,328,Positive
23,24.8,38,3420,38,418,85,309,104,20,334,Positive
31,29.4,38,3420,38,418,85,302,113,19,306,Negative
24,26.1,38,3420,38,418,84,303,112,22,314,Negative
29,25.4,38,3420,38,418,84,299,113,21,333,Negative
28,27.8,38,3420,38,418,85,302,113,19,332,Negative
25,27.6,38,3420,38,418,85,304,112,20,273,Negative
31,25.3,38,3420,38,418,85,311,104,19,297,Negative
25,25.7,38,3420,38,418,NA,NA,108,0,313,Positive
41,26,38,3420,38,418,NA,NA,113,0,311,Negative
30,26.8,38,3420,38,418,NA,NA,113,0,331,Negative
29,27.1,38,3420,38,418,NA,NA,114,0,295,Negative
29,25.6,38,3420,38,418,NA,NA,114,0,318,Negative
33,27.9,38,3420,38,418,NA,NA,113,0,329,Positive
32,25.9,38,3420,38,418,NA,NA,113,0,317,Negative
22,27.6,38,3420,38,418,NA,NA,110,0,283,Positive
24,29.2,38,3420,38,418,NA,NA,111,0,267,Positive
24,26.5,38,3420,38,418,NA,NA,114,0,313,Positive
23,25,38,3420,38,418,NA,NA,107,0,334,Positive
23,28,38,3420,38,418,NA,NA,113,0,308,Positive
27,27.4,38,3420,38,418,NA,NA,114,0,305,Positive
27,27,38,3420,38,418,NA,NA,110,0,311,Negative
29,26.7,38,3420,38,418,NA,NA,110,0,332,Negative
27,26.5,38,3420,38,418,NA,NA,113,0,319,Negative
32,25.2,38,3420,38,417,NA,NA,110,0,337,Negative
28,26.3,38,3420,38,418,NA,NA,114,0,325,Negative
34,28.7,38,3420,38,418,NA,NA,113,0,257,Negative
29,31.3,38,3420,38,418,NA,NA,113,0,319,Negative
31,26,38,3420,38,418,NA,NA,110,0,329,Negative
29,26.8,38,3420,38,418,NA,NA,111,0,334,Negative
30,27.3,38,3420,38,418,NA,NA,114,0,325,Negative
33,26.9,38,3420,38,418,NA,NA,113,0,329,Negative
27,29.1,38,3420,38,418,NA,NA,113,0,288,Negative
28,25,38,3420,38,418,NA,NA,114,0,327,Negative
26,26.9,38,3420,38,418,NA,NA,112,0,337,Negative
30,26.1,38,3420,38,418,NA,NA,112,0,330,Negative
34,26.6,38,3420,38,418,NA,NA,113,0,282,Negative
22,26.7,38,3420,38,418,NA,NA,107,0,276,Negative
24,26.6,38,3420,38,418,NA,NA,113,0,333,Negative
28,26.7,38,3420,38,418,NA,NA,113,0,312,Negative
29,26.4,38,3420,38,418,NA,NA,113,0,326,Negative
29,26.7,38,3420,38,418,NA,NA,112,0,312,Negative
31,27,38,3420,38,418,NA,NA,114,0,335,Negative
26,30.5,38,3420,38,418,NA,NA,114,0,280,Negative
29,25.4,38,3420,38,418,NA,NA,112,0,324,Negative
26,27.6,38,3420,38,418,NA,NA,111,0,262,Negative
28,26.5,38,3420,38,418,NA,NA,113,0,301,Negative
30,26.7,38,3420,38,418,NA,NA,113,0,265,Negative
32,27.5,38,3420,38,418,NA,NA,113,0,282,Negative
28,26.7,38,3420,38,418,NA,NA,112,0,324,Negative
28,28.3,38,3420,38,418,NA,NA,111,0,282,Negative
27,27.6,38,3420,38,418,NA,NA,112,0,304,Negative
22,26.5,38,3420,38,418,NA,NA,112,0,340,Negative
32,26.2,38,3420,38,418,NA,NA,111,0,333,Negative
35,27.5,38,3420,38,418,NA,NA,113,0,315,Negative
26,27,38,3420,38,418,NA,NA,114,0,312,Negative
27,27.6,38,3420,38,418,NA,NA,109,0,277,Negative
28,27.6,38,3420,38,418,NA,NA,113,0,341,Negative
32,28.1,38,3420,38,418,NA,NA,114,0,336,Negative
29,25.7,38,3420,38,418,NA,NA,109,0,298,Negative
33,27.3,38,3420,38,418,NA,NA,114,0,317,Negative
27,29.1,38,3420,38,418,NA,NA,112,0,317,Negative
30,27.9,38,3420,38,418,NA,NA,114,0,326,Negative
30,29.7,38,3420,38,418,NA,NA,113,0,330,Negative
34,26.5,38,3420,38,418,NA,NA,108,0,323,Negative
28,28.8,38,3420,38,418,NA,NA,108,0,285,Negative
29,28,38,3420,38,418,NA,NA,114,0,312,Negative
35,28.1,38,3420,38,418,NA,NA,110,0,326,Negative
26,27,38,3420,38,418,NA,NA,113,0,273,Negative
31,26.8,38,3420,38,418,NA,NA,112,0,342,Negative
38,28.4,38,3420,38,418,NA,NA,109,0,329,Negative
32,28,38,3420,38,418,NA,NA,112,0,338,Negative
27,27,38,3420,38,418,NA,NA,113,0,314,Negative
28,26.9,38,3420,38,418,NA,NA,106,0,318,Negative
31,28.4,38,NA,NA,418,NA,NA,114,0,NA,Negative
28,28.6,38,NA,NA,418,NA,NA,111,0,NA,Negative
31,27.2,38,NA,NA,418,NA,NA,110,0,NA,Negative
34,27.2,38,NA,NA,418,NA,NA,113,0,NA,Negative
36,28.9,38,NA,NA,418,NA,NA,111,0,NA,Negative
31,27.7,38,NA,NA,418,NA,NA,114,0,NA,Negative
31,27.2,38,NA,NA,418,NA,NA,111,0,NA,Negative
29,28.4,38,NA,NA,418,NA,NA,113,0,NA,Negative
26,28.3,38,NA,NA,418,NA,NA,110,0,NA,Negative
31,25.7,38,NA,NA,418,NA,NA,113,0,NA,Negative
32,28,38,NA,NA,418,NA,NA,110,0,NA,Negative
30,27.1,38,NA,NA,418,NA,NA,106,0,NA,Negative
30,29.5,38,NA,NA,418,NA,NA,107,0,NA,Negative
29,27.5,38,NA,NA,417,NA,NA,114,0,NA,Negative
33,25.3,38,NA,NA,418,NA,NA,112,0,NA,Negative
38,26.5,38,NA,NA,418,NA,NA,113,0,NA,Negative
26,27.1,38,NA,NA,418,NA,NA,104,0,NA,Negative
27,25.8,38,NA,NA,418,NA,NA,109,0,NA,Negative
31,26.8,38,NA,NA,418,NA,NA,114,0,NA,Negative
29,27.9,38,NA,NA,418,NA,NA,102,0,NA,Negative
35,28.6,38,NA,NA,417,NA,NA,114,0,NA,Negative
30,26.8,38,NA,NA,418,NA,NA,113,0,NA,Negative
37,27.7,38,NA,NA,418,NA,NA,114,0,NA,Negative
36,28.2,38,NA,NA,418,NA,NA,107,0,NA,Negative
28,27.8,38,NA,NA,418,NA,NA,113,0,NA,Negative
28,29.1,38,NA,NA,418,NA,NA,114,0,NA,Negative
29,26.9,38,NA,NA,418,NA,NA,106,0,NA,Negative
27,28.5,38,NA,NA,418,NA,NA,111,0,NA,Negative
33,28.1,38,NA,NA,418,NA,NA,108,0,NA,Negative
24,26,38,NA,NA,407,NA,NA,101,0,NA,Negative
29,25,38,NA,NA,418,NA,NA,107,0,NA,Negative
37,28.9,38,NA,NA,418,NA,NA,112,0,NA,Negative
29,27.7,38,NA,NA,418,NA,NA,108,0,NA,Negative
30,26.3,38,NA,NA,418,NA,NA,102,0,NA,Negative
