"","Comp","Day","Venue","GF","GA","xG","xGA","Poss","Attendance","Result"
"79",-0.497793540022431,1.03142222999861,1.00865010455238,0.145654489784056,1.49414704589145,-1.43720809184435,2.55420020649121,-0.960711429662551,0.24575113333768,"L"
"83",-0.497793540022431,0.518658035656444,-0.985726238539825,0.145654489784056,-0.110677558954923,0.371646938759026,0.110034289372215,-0.16804857463012,0.816051707704621,"W"
"87",-0.497793540022431,1.03142222999861,-0.985726238539825,0.89106276103187,-0.913089861378111,3.08492948466409,0.517395275558715,0.272319678165675,0.822932768472088,"W"
"88",2.71020927345546,-0.506870353027889,-0.985726238539825,0.145654489784056,-0.110677558954923,-0.645834015955371,-0.0257527060232846,-0.960711429662551,0.798674851715892,"W"
"91",-0.497793540022431,1.03142222999861,1.00865010455238,-1.34516205271157,4.70379625558421,-0.984994334193503,2.14683922030471,-1.13685873078087,-0.0732165189466631,"L"
"92",2.71020927345546,-0.506870353027889,-0.985726238539825,1.63647103227968,-0.110677558954923,1.50218133288613,-0.976261673791784,0.184246027606516,0.797673178313033,"W"
"94",2.71020927345546,-0.506870353027889,1.00865010455238,-0.599753781463758,-0.913089861378111,0.258593499346316,-0.0257527060232846,0.00809872648819829,-0.00170574818602804,"W"
"96",-0.497793540022431,1.03142222999861,1.00865010455238,-1.34516205271157,0.691734743468266,-1.43720809184435,3.36892217886421,0.00809872648819829,-0.105139414785607,"L"
"97",-0.497793540022431,-1.01963454737006,-0.985726238539825,-0.599753781463758,-0.913089861378111,-0.53278057654266,-0.704687683000784,0.888835232079789,0.811217544760388,"W"
"98",-0.497793540022431,0.518658035656444,-0.985726238539825,0.145654489784056,-0.913089861378111,1.95439509053698,-0.297326696814284,0.80076158152063,0.81992774826351,"W"
"119",1.10620786671651,-1.01963454737006,-0.985726238539825,2.3818793035275,-0.913089861378111,1.72828821171156,-0.976261673791784,-0.608416827425915,-2.35633506118511,"W"
"124",1.10620786671651,-1.53239874171222,-0.985726238539825,1.63647103227968,-0.110677558954923,1.38912789347342,0.110034289372215,-0.16804857463012,-2.35772869374561,"W"
"127",-0.497793540022431,0.518658035656444,1.00865010455238,0.89106276103187,-0.110677558954923,0.0324866205208939,1.06054325714071,0.536540629843153,-2.2943619632604,"W"
"170",-0.497793540022431,1.03142222999861,1.00865010455238,0.145654489784056,-0.110677558954923,0.371646938759026,-0.433113692209784,-0.960711429662551,-2.18548441947137,"W"
"173",-0.497793540022431,1.03142222999861,-0.985726238539825,1.63647103227968,-0.913089861378111,0.484700378171737,-0.976261673791784,0.0961723770473573,0.881726642118164,"W"
"174",-0.497793540022431,0.518658035656444,1.00865010455238,1.63647103227968,-0.913089861378111,1.50218133288613,-1.11204866918728,0.360393328724834,-1.47290267088092,"W"
"175",-0.497793540022431,0.518658035656444,-0.985726238539825,0.145654489784056,-0.913089861378111,1.27607445406071,-0.433113692209784,1.32920348487558,0.885776886747116,"W"
"177",1.10620786671651,-1.53239874171222,-0.985726238539825,0.89106276103187,-0.913089861378111,1.95439509053698,-0.840474678396284,0.536540629843153,0.834952849306397,"W"
"178",-0.497793540022431,1.03142222999861,-0.985726238539825,1.63647103227968,-0.913089861378111,1.38912789347342,-0.161539701418784,-0.432269526307597,0.886691458114944,"W"
"180",-0.497793540022431,0.518658035656444,1.00865010455238,-0.599753781463758,-0.913089861378111,-0.53278057654266,-0.297326696814284,-1.22493238134003,-0.990880009018126,"W"
"182",-0.497793540022431,0.518658035656444,-0.985726238539825,1.63647103227968,-0.913089861378111,1.27607445406071,-1.11204866918728,0.448466979283993,0.89000133544613,"W"
"184",1.10620786671651,-1.01963454737006,1.00865010455238,-0.599753781463758,-0.913089861378111,-1.21110121301893,-0.976261673791784,0.888835232079789,0.130732896078948,"W"
"185",-0.497793540022431,0.518658035656444,1.00865010455238,-0.599753781463758,0.691734743468266,-0.984994334193503,-0.0257527060232846,2.03379268934886,-1.31768684445528,"L"
"187",-0.497793540022431,0.518658035656444,-0.985726238539825,-0.599753781463758,-0.913089861378111,-0.984994334193503,-0.0257527060232846,-0.784564128544233,0.886343049974819,"W"
"188",1.10620786671651,-1.53239874171222,-0.985726238539825,0.145654489784056,-0.913089861378111,1.163021014648,-0.433113692209784,-0.256122225189279,0.860343092517998,"W"
"189",-0.497793540022431,1.03142222999861,1.00865010455238,-1.34516205271157,-0.110677558954923,-1.09804777360621,0.517395275558715,-0.696490477985074,-0.569088404379423,"L"
"190",-0.497793540022431,0.518658035656444,-0.985726238539825,1.63647103227968,-0.110677558954923,1.61523477229885,-0.161539701418784,0.976908882638948,0.886386600992334,"W"
"191",1.10620786671651,-1.01963454737006,1.00865010455238,-1.34516205271157,-0.110677558954923,-0.193620258304528,-0.161539701418784,1.24112983431642,-0.813627367729585,"L"
"192",-0.497793540022431,0.518658035656444,-0.985726238539825,-0.599753781463758,-0.913089861378111,-0.53278057654266,-0.976261673791784,0.360393328724834,0.885646233694569,"W"
"194",-0.497793540022431,0.518658035656444,1.00865010455238,0.89106276103187,-0.110677558954923,0.145540059933605,4.72679213281921,-2.54603713972741,0.211868441710534,"W"
"195",1.10620786671651,-1.53239874171222,-0.985726238539825,0.145654489784056,-0.110677558954923,1.38912789347342,-0.568900687605284,0.184246027606516,0.87044692858162,"W"
"196",-0.497793540022431,1.03142222999861,-0.985726238539825,-0.599753781463758,0.691734743468266,-0.306673697717239,0.653182270954215,-1.57722698357666,0.878199009699399,"L"
"197",-0.497793540022431,-1.01963454737006,-0.985726238539825,-0.599753781463758,-0.913089861378111,-0.645834015955371,-0.568900687605284,0.272319678165675,0.876065009841134,"W"
"198",-0.497793540022431,1.03142222999861,1.00865010455238,0.145654489784056,-0.110677558954923,-1.09804777360621,-0.161539701418784,0.184246027606516,-1.30218268221972,"W"
"203",-0.497793540022431,-2.04516293605439,1.00865010455238,0.145654489784056,-0.913089861378111,-0.306673697717239,-0.0257527060232846,0.536540629843153,-0.674786723889813,"W"
"205",-0.497793540022431,-2.04516293605439,-0.985726238539825,0.89106276103187,-0.913089861378111,-0.193620258304528,0.110034289372215,0.536540629843153,0.87292933658001,"W"
"206",-0.497793540022431,0.518658035656444,1.00865010455238,-0.599753781463758,-0.913089861378111,-0.984994334193503,-0.297326696814284,-0.16804857463012,-1.43026622473314,"W"
"208",-0.497793540022431,-1.01963454737006,1.00865010455238,-1.34516205271157,0.691734743468266,-0.758887455368082,0.381608280163215,-0.520343176866756,1.18876131560323,"L"
"210",-0.497793540022431,1.03142222999861,1.00865010455238,-1.34516205271157,-0.110677558954923,0.258593499346316,-0.976261673791784,0.888835232079789,-0.103353823067467,"L"
"213",-0.497793540022431,1.03142222999861,-0.985726238539825,0.145654489784056,-0.110677558954923,-0.53278057654266,0.653182270954215,-0.872637779103392,0.887475376430225,"W"
"214",-0.497793540022431,-2.04516293605439,1.00865010455238,0.89106276103187,0.691734743468266,-0.53278057654266,-0.840474678396284,1.32920348487558,-1.2561057056882,"W"
"215",-0.497793540022431,0.518658035656444,-0.985726238539825,0.145654489784056,-0.110677558954923,-1.09804777360621,-0.704687683000784,-1.84144793525414,0.878547417839524,"W"
"216",1.10620786671651,-1.53239874171222,-0.985726238539825,-0.599753781463758,0.691734743468266,0.258593499346316,0.653182270954215,-0.256122225189279,0.880899172785367,"L"
"218",-0.497793540022431,0.518658035656444,-0.985726238539825,0.145654489784056,-0.913089861378111,0.597753817584448,-1.38362265997828,1.06498253319811,0.886517254044881,"W"
"219",-0.497793540022431,0.518658035656444,1.00865010455238,0.89106276103187,0.691734743468266,-0.645834015955371,1.87526522951371,-1.57722698357666,-0.0184293389120231,"W"
"220",-0.497793540022431,1.03142222999861,-0.985726238539825,-1.34516205271157,-0.110677558954923,-1.09804777360621,-0.704687683000784,1.41727713543474,0.888999662043271,"L"
"221",-0.497793540022431,-1.01963454737006,1.00865010455238,0.145654489784056,-0.913089861378111,-0.419727137129949,-0.0257527060232846,0.0961723770473573,-1.90449325446064,"W"
"224",-0.497793540022431,0.0058938413142776,1.00865010455238,-1.34516205271157,-0.110677558954923,-0.984994334193503,-0.297326696814284,1.24112983431642,-1.04832380112122,"L"
"226",-0.497793540022431,1.03142222999861,-0.985726238539825,-0.599753781463758,-0.913089861378111,-1.43720809184435,-0.840474678396284,-0.16804857463012,0.886996315237553,"W"
"228",-0.497793540022431,0.0058938413142776,-0.985726238539825,0.145654489784056,-0.110677558954923,-0.193620258304528,0.788969266349715,-0.608416827425915,0.86043019455303,"W"
"229",-0.497793540022431,1.03142222999861,1.00865010455238,0.145654489784056,1.49414704589145,-0.306673697717239,0.653182270954215,1.06498253319811,-1.04915127045402,"L"
"230",-0.497793540022431,-2.04516293605439,-0.985726238539825,-1.34516205271157,1.49414704589145,-0.193620258304528,-0.0257527060232846,0.272319678165675,0.858731704869921,"L"
"231",-0.497793540022431,1.03142222999861,1.00865010455238,0.145654489784056,-0.913089861378111,0.936914135822581,-0.568900687605284,-0.0799749240709607,-1.44402834626807,"W"
"232",-0.497793540022431,0.518658035656444,1.00865010455238,0.145654489784056,-0.110677558954923,0.258593499346316,0.110034289372215,0.272319678165675,-1.4870567515735,"W"
"233",1.10620786671651,-1.01963454737006,1.00865010455238,0.89106276103187,-0.913089861378111,0.371646938759026,0.653182270954215,0.184246027606516,-1.02615633320577,"W"
"236",-0.497793540022431,0.518658035656444,1.00865010455238,-0.599753781463758,1.49414704589145,-1.09804777360621,0.245821284767715,-0.16804857463012,0.0982438370123018,"L"
"240",1.10620786671651,-1.53239874171222,-0.985726238539825,-1.34516205271157,-0.110677558954923,-1.55026153125706,0.110034289372215,-1.22493238134003,0.838959542917833,"L"
"241",-0.497793540022431,1.03142222999861,-0.985726238539825,0.145654489784056,-0.110677558954923,0.710807256997159,0.788969266349715,0.00809872648819829,0.864175582059372,"W"
"242",-0.497793540022431,0.518658035656444,1.00865010455238,0.145654489784056,-0.110677558954923,1.50218133288613,0.517395275558715,-0.256122225189279,-1.91146141726314,"W"
"243",1.10620786671651,-1.01963454737006,1.00865010455238,0.145654489784056,-0.110677558954923,-0.984994334193503,0.924756261745215,-0.784564128544233,-0.575403301919187,"W"
"244",-0.497793540022431,1.03142222999861,1.00865010455238,-0.599753781463758,1.49414704589145,-0.645834015955371,0.924756261745215,-1.66530063413582,-0.0159469309136332,"L"
"246",1.10620786671651,-1.53239874171222,-0.985726238539825,-0.599753781463758,-0.913089861378111,-0.419727137129949,-0.840474678396284,1.06498253319811,0.792359954176128,"W"
"249",-0.497793540022431,0.518658035656444,-0.985726238539825,1.63647103227968,-0.110677558954923,0.710807256997159,-0.0257527060232846,0.712687930961471,0.864088480024341,"W"
"250",1.10620786671651,-1.01963454737006,1.00865010455238,-0.599753781463758,0.691734743468266,0.145540059933605,0.245821284767715,0.00809872648819829,-0.789935614201092,"L"
"251",-0.497793540022431,1.03142222999861,1.00865010455238,-0.599753781463758,1.49414704589145,-1.09804777360621,1.73947823411821,-1.57722698357666,-0.0772667635756151,"L"
"253",-0.497793540022431,-1.01963454737006,-0.985726238539825,0.89106276103187,-0.110677558954923,-0.193620258304528,-0.161539701418784,0.888835232079789,0.864088480024341,"W"
"254",-0.497793540022431,1.03142222999861,-0.985726238539825,1.63647103227968,-0.110677558954923,1.38912789347342,-0.976261673791784,0.976908882638948,0.865525663602356,"W"
"255",-0.497793540022431,-1.01963454737006,1.00865010455238,0.145654489784056,-0.913089861378111,1.04996757523529,-0.704687683000784,0.888835232079789,-0.107360516678903,"W"
"257",-0.497793540022431,1.03142222999861,1.00865010455238,-0.599753781463758,-0.913089861378111,-0.984994334193503,0.788969266349715,-1.31300603189919,1.10531756604332,"W"
"258",-0.497793540022431,0.518658035656444,-0.985726238539825,0.145654489784056,-0.110677558954923,0.82386069640987,-0.568900687605284,0.184246027606516,0.864480439181982,"W"
"261",-0.497793540022431,1.03142222999861,1.00865010455238,-0.599753781463758,-0.913089861378111,-0.419727137129949,0.381608280163215,0.0961723770473573,-0.981385887199723,"W"
"262",-0.497793540022431,0.518658035656444,1.00865010455238,0.89106276103187,-0.913089861378111,0.258593499346316,1.33211724793171,-0.432269526307597,-1.2926450093838,"W"
"263",1.10620786671651,-1.53239874171222,-0.985726238539825,-1.34516205271157,0.691734743468266,-1.43720809184435,1.73947823411821,-0.784564128544233,0.843663052809519,"L"
"266",-0.497793540022431,-1.01963454737006,1.00865010455238,0.89106276103187,-0.110677558954923,-0.758887455368082,0.653182270954215,0.00809872648819829,-1.25985109319455,"W"
"268",1.10620786671651,-1.01963454737006,1.00865010455238,0.89106276103187,-0.110677558954923,0.484700378171737,0.245821284767715,-2.19374253749078,-0.315360176333467,"W"
"269",-0.497793540022431,1.03142222999861,1.00865010455238,-1.34516205271157,0.691734743468266,0.710807256997159,0.653182270954215,0.00809872648819829,0.231597052645106,"L"
"271",-0.497793540022431,0.518658035656444,-0.985726238539825,0.145654489784056,-0.110677558954923,-0.0805668188918167,0.381608280163215,-0.16804857463012,0.864959500374653,"W"
"272",-0.497793540022431,-1.53239874171222,1.00865010455238,-0.599753781463758,0.691734743468266,0.145540059933605,0.788969266349715,-0.256122225189279,-1.01823004801793,"L"
"273",1.10620786671651,-1.01963454737006,-0.985726238539825,-1.34516205271157,-0.110677558954923,-1.32415465243164,-0.161539701418784,-1.75337428469498,0.845361542492628,"L"
"274",-0.497793540022431,0.518658035656444,-0.985726238539825,0.145654489784056,-0.110677558954923,0.936914135822581,0.245821284767715,-0.960711429662551,0.862128684236139,"W"
"275",1.10620786671651,-1.53239874171222,1.00865010455238,-1.34516205271157,1.49414704589145,-1.43720809184435,0.245821284767715,-1.66530063413582,1.8302678036082,"L"
"276",-0.497793540022431,1.03142222999861,1.00865010455238,-1.34516205271157,2.29655934831464,-1.55026153125706,0.517395275558715,-0.16804857463012,-0.665771663264082,"L"
"277",-0.497793540022431,-1.01963454737006,-0.985726238539825,-1.34516205271157,0.691734743468266,-1.32415465243164,-0.976261673791784,-1.48915333301751,0.860081786412905,"L"
"281",-0.497793540022431,1.03142222999861,-0.985726238539825,1.63647103227968,-0.913089861378111,0.597753817584448,-0.297326696814284,-0.696490477985074,0.824761911207743,"W"
"283",-0.497793540022431,0.518658035656444,-0.985726238539825,-0.599753781463758,0.691734743468266,0.936914135822581,-0.161539701418784,1.5053507859939,0.817532442300152,"L"
"285",-0.497793540022431,0.518658035656444,-0.985726238539825,-0.599753781463758,-0.913089861378111,-0.53278057654266,-0.840474678396284,-1.04878508022171,0.827766931416321,"W"
"286",2.71020927345546,-0.506870353027889,-0.985726238539825,-0.599753781463758,-0.913089861378111,1.27607445406071,-1.24783566458278,1.68149808711222,-0.169812675796291,"W"
"287",-0.497793540022431,1.03142222999861,1.00865010455238,-1.34516205271157,0.691734743468266,-0.871940894780793,-1.11204866918728,-0.0799749240709607,0.228809787524107,"L"
"291",-0.497793540022431,1.03142222999861,1.00865010455238,-1.34516205271157,-0.110677558954923,-0.871940894780793,-0.568900687605284,1.24112983431642,-0.151739003527312,"L"
"293",2.71020927345546,-0.506870353027889,1.00865010455238,-0.599753781463758,-0.913089861378111,-0.306673697717239,-0.840474678396284,0.448466979283993,-1.26538207241903,"W"
"294",-0.497793540022431,1.03142222999861,1.00865010455238,0.89106276103187,-0.110677558954923,2.85882260583866,-0.297326696814284,0.00809872648819829,-1.20088301547841,"W"
"296",-0.497793540022431,0.518658035656444,1.00865010455238,-1.34516205271157,-0.110677558954923,-0.984994334193503,0.924756261745215,0.272319678165675,-1.91681819241756,"L"
"298",-0.497793540022431,1.03142222999861,-0.985726238539825,0.89106276103187,-0.110677558954923,2.1805019693624,-0.568900687605284,-1.04878508022171,0.821974646086744,"W"
"300",2.71020927345546,-0.506870353027889,1.00865010455238,-0.599753781463758,0.691734743468266,-0.193620258304528,0.245821284767715,0.976908882638948,-1.12070559223217,"L"
"302",-0.497793540022431,-1.01963454737006,-0.985726238539825,0.145654489784056,-0.110677558954923,-0.306673697717239,-0.433113692209784,-0.608416827425915,0.808735136761998,"W"
"303",-0.497793540022431,0.518658035656444,1.00865010455238,0.145654489784056,-0.110677558954923,-0.306673697717239,1.33211724793171,-2.28181618804994,-0.0121579923897749,"W"
"304",2.71020927345546,-0.506870353027889,-0.985726238539825,1.63647103227968,-0.913089861378111,-0.0805668188918167,-0.433113692209784,-0.344195875748438,0.483017076762735,"W"
"307",-0.497793540022431,1.03142222999861,1.00865010455238,-1.34516205271157,0.691734743468266,0.145540059933605,0.381608280163215,0.80076158152063,-1.44563973391615,"L"
"308",-0.497793540022431,-0.506870353027889,-0.985726238539825,1.63647103227968,-0.110677558954923,0.258593499346316,-0.568900687605284,1.59342443655306,0.80673178995628,"W"
"309",-0.497793540022431,0.518658035656444,1.00865010455238,0.145654489784056,-0.913089861378111,0.597753817584448,-0.976261673791784,0.624614280402311,-1.42665149027934,"W"
"310",-0.497793540022431,-1.01963454737006,1.00865010455238,-1.34516205271157,0.691734743468266,-1.09804777360621,0.381608280163215,-0.256122225189279,0.245881786390227,"L"
"315",-0.497793540022431,1.03142222999861,1.00865010455238,-1.34516205271157,0.691734743468266,-0.419727137129949,0.924756261745215,-0.608416827425915,-0.0769183554354902,"L"
"316",-0.497793540022431,-1.01963454737006,-0.985726238539825,-1.34516205271157,0.691734743468266,-0.306673697717239,-0.840474678396284,1.59342443655306,0.806383381816155,"L"
"320",-0.497793540022431,-2.04516293605439,1.00865010455238,0.145654489784056,-0.913089861378111,-1.21110121301893,-0.433113692209784,-1.31300603189919,-0.617473584839268,"W"
"322",-0.497793540022431,1.03142222999861,-0.985726238539825,0.89106276103187,-0.913089861378111,0.82386069640987,-1.24783566458278,0.272319678165675,0.812872483425981,"W"
"323",2.71020927345546,-0.506870353027889,-0.985726238539825,2.3818793035275,-0.913089861378111,2.06744852994969,-1.24783566458278,1.15305618375727,0.684396981754925,"W"
"326",-0.497793540022431,1.03142222999861,-0.985726238539825,0.145654489784056,-0.913089861378111,-0.0805668188918167,-0.840474678396284,-2.28181618804994,0.81030297339256,"W"
