"","Squad","MP","W","D","L","GF","GA","GD","Pts","Pts.MP","xG","xGA","xGD","xGD.90","Notes"
"554","Hertha BSC",-0.414970214435751,0.270100532107256,-1.62422493852392,0.27280451672347,-0.355367520356026,-0.173892022723903,-0.149789665817157,-0.00440821772457732,0.151536940523989,-1.0014145481527,0,0,0,"Regular"
"555","Freiburg",-0.414970214435751,0.103473123264338,-0.970475275700675,0.0929884132515428,-0.412163082302043,0.762425910718945,-0.69552654801976,-0.0615925976517313,0.0860213553753671,-1.0014145481527,0,0,0,"Regular"
"556","Werder Bremen",-0.414970214435751,-0.0631542855785789,-0.970475275700675,0.27280451672347,0.666952594672295,1.05052373639367,-0.110808459945542,-0.233145737433193,-0.110525400070498,-1.0014145481527,0,0,0,"Regular"
"557","M'Gladbach",-0.414970214435751,-0.229781694421496,0.010149218534194,-0.0868276902203847,-0.24177639646399,-0.0298431098865413,-0.149789665817157,-0.233145737433193,-0.110525400070498,-1.0014145481527,0,0,0,"Regular"
"558","Schalke 04",-0.414970214435751,-0.396409103264414,0.337024049945817,-0.0868276902203847,-0.24177639646399,-0.678063217654667,0.201041187027374,-0.347514497287501,-0.241556570367742,-1.0014145481527,0,0,0,"Regular"
"559","Eint Frankfurt",-0.414970214435751,-0.396409103264414,0.010149218534194,0.0929884132515428,-0.75293645397815,-0.461989848398625,-0.266733283432,-0.404698877214655,-0.285233627133489,-1.0014145481527,0,0,0,"Regular"
"562","Hamburger SV",-0.414970214435751,-0.563036512107331,-0.316725612877429,0.452620620195398,-0.923323139816204,0.834450367137626,-1.08533860673591,-0.633436396923271,-0.547295967727976,-1.0014145481527,0,0,0,"Regular"
"563","Mainz 05",-0.414970214435751,-0.563036512107331,-0.643600444289052,0.632436723667325,-0.298571958410008,0.402303628625542,-0.422658106918459,-0.690620776850425,-0.612811552876598,-1.0014145481527,0,0,0,"Regular"
"564","Wolfsburg",-0.414970214435751,-0.563036512107331,-0.643600444289052,0.632436723667325,-0.866527577870186,0.1862302593695,-0.69552654801976,-0.690620776850425,-0.612811552876598,-1.0014145481527,0,0,0,"Regular"
"565","Ingolstadt 04",-0.414970214435751,-0.896291329793166,-0.316725612877429,0.812252827139253,-0.75293645397815,0.546352541462904,-0.812470165634604,-0.976542676486195,-0.940389478619707,-1.0014145481527,0,0,0,"Regular"
"566","Darmstadt 98",-0.414970214435751,-1.06291873863608,-1.62422493852392,1.71133334449889,-1.20730094954629,0.978499279974987,-1.35820704783721,-1.37683333597627,-1.37716004627719,-1.0014145481527,0,0,0,"Regular"
"567","Bayern Munich",-0.414970214435751,2.43625684706518,-1.62422493852392,-2.06480482841159,1.74606827164663,-2.33462571528432,2.46195112758102,2.22578259943443,2.66296770455449,-1.0014145481527,0,0,0,"UCL"
"568","Dortmund",-0.414970214435751,1.76974721169351,-0.970475275700675,-1.70517262146773,1.85965939553867,-1.11020995616675,1.8772330395068,1.65393880016289,2.00781185306827,-1.0014145481527,0,0,0,"UCL"
"569","Leverkusen",-0.414970214435751,0.769982758636008,-0.970475275700675,-0.626276000636167,0.382974784942206,-0.678063217654667,0.629834451615134,0.624619961474117,0.850369848775955,-1.0014145481527,0,0,0,"UCL"
"570","M'Gladbach",-0.414970214435751,0.603355349793091,-1.62422493852392,-0.0868276902203847,1.0077259663484,0.0421813465321393,0.668815657486748,0.338698061838347,0.54463045141572,-1.0014145481527,0,0,0,"UCL"
"571","Schalke 04",-0.414970214435751,0.270100532107256,-0.643600444289052,-0.266643793692312,0.0989969752121168,-0.0298431098865413,0.0840975694125303,0.167144922056885,0.348083695969854,-1.0014145481527,0,0,0,"Regular"
"572","Mainz 05",-0.414970214435751,0.103473123264338,-0.316725612877429,-0.266643793692312,-0.184980834517972,-0.534014304817306,0.162059981155759,0.0527761622025767,0.217052525672611,-1.0014145481527,0,0,0,"Regular"
"573","Hertha BSC",-0.414970214435751,0.103473123264338,-0.316725612877429,-0.266643793692312,-0.412163082302043,-0.534014304817306,0.00613515766930121,0.0527761622025767,0.217052525672611,-1.0014145481527,0,0,0,"Regular"
"574","Wolfsburg",-0.414970214435751,-0.229781694421496,0.010149218534194,-0.0868276902203847,-0.128185272571954,-0.0298431098865413,-0.0718272540739278,-0.233145737433193,-0.110525400070498,-1.0014145481527,0,0,0,"Regular"
"577","Ingolstadt 04",-0.414970214435751,-0.563036512107331,0.337024049945817,0.0929884132515428,-0.923323139816204,-0.534014304817306,-0.344695695175229,-0.519067637068963,-0.416264797430733,-1.0014145481527,0,0,0,"Regular"
"578","Augsburg",-0.414970214435751,-0.729663920950248,0.66389888135744,0.0929884132515428,-0.412163082302043,0.1862302593695,-0.383676901046844,-0.633436396923271,-0.547295967727976,-1.0014145481527,0,0,0,"Regular"
"579","Werder Bremen",-0.414970214435751,-0.563036512107331,-0.316725612877429,0.452620620195398,0.042201413266099,1.12254819281235,-0.578582930404917,-0.633436396923271,-0.547295967727976,-1.0014145481527,0,0,0,"Regular"
"580","Darmstadt 98",-0.414970214435751,-0.729663920950248,0.66389888135744,0.0929884132515428,-0.639345330086115,0.258254715788181,-0.578582930404917,-0.633436396923271,-0.547295967727976,-1.0014145481527,0,0,0,"Regular"
"581","Hoffenheim",-0.414970214435751,-0.729663920950248,0.337024049945817,0.27280451672347,-0.582549768140097,0.330279172206862,-0.578582930404917,-0.690620776850425,-0.612811552876598,-1.0014145481527,0,0,0,"Regular"
"582","Eint Frankfurt",-0.414970214435751,-0.729663920950248,0.010149218534194,0.452620620195398,-0.866527577870186,0.1862302593695,-0.69552654801976,-0.747805156777579,-0.67832713802522,-1.0014145481527,0,0,0,"Regular"
"583","Stuttgart",-0.414970214435751,-0.729663920950248,-0.970475275700675,0.99206893061118,0.042201413266099,1.84279275699915,-0.968394989121062,-0.919358296559041,-0.874873893471085,-1.0014145481527,0,0,0,"Regular"
"584","Hannover 96",-0.414970214435751,-1.06291873863608,-1.62422493852392,1.71133334449889,-1.03691426370824,0.906474823556307,-1.20228222435075,-1.37683333597627,-1.37716004627719,-1.0014145481527,0,0,0,"Regular"
"585","Bayern Munich",-0.414970214435751,1.93637462053643,-1.62422493852392,-1.5253565179958,1.74606827164663,-2.26260125886564,2.4229699217094,1.71112318009004,2.07332743821689,-1.0014145481527,0,0,0,"UCL"
"586","Wolfsburg",-0.414970214435751,1.10323757632184,0.010149218534194,-1.5253565179958,1.29170377607849,-0.822112130492028,1.33149615730419,1.1392793808185,1.44001011511355,-1.0014145481527,0,0,0,"UCL"
"587","M'Gladbach",-0.414970214435751,0.936610167478925,0.010149218534194,-1.34554041452388,0.212588099104152,-1.6864056075162,1.05862771620289,0.967726241037041,1.24346335966768,-1.0014145481527,0,0,0,"UCL"
"588","Leverkusen",-0.414970214435751,0.603355349793091,0.337024049945817,-1.16572431105195,0.723748156618313,-0.894136586910709,0.980665304459664,0.681804341401271,0.915885433924576,-1.0014145481527,0,0,0,"UCL"
"589","Augsburg",-0.414970214435751,0.270100532107256,-1.62422493852392,0.27280451672347,-0.355367520356026,-0.461989848398625,0.00613515766930121,-0.00440821772457732,0.151536940523989,-1.0014145481527,0,0,0,"Regular"
"592","Hoffenheim",-0.414970214435751,-0.229781694421496,-0.316725612877429,0.0929884132515428,-0.0145941486799188,0.402303628625542,-0.227752077560386,-0.290330117360347,-0.17604098521912,-1.0014145481527,0,0,0,"Regular"
"593","Eint Frankfurt",-0.414970214435751,-0.396409103264414,0.337024049945817,-0.0868276902203847,0.382974784942206,0.906474823556307,-0.227752077560386,-0.347514497287501,-0.241556570367742,-1.0014145481527,0,0,0,"Regular"
"594","Werder Bremen",-0.414970214435751,-0.396409103264414,0.337024049945817,-0.0868276902203847,0.042201413266099,1.12254819281235,-0.578582930404917,-0.347514497287501,-0.241556570367742,-1.0014145481527,0,0,0,"Regular"
"595","Mainz 05",-0.414970214435751,-0.729663920950248,1.31764854418069,-0.266643793692312,-0.24177639646399,-0.173892022723903,-0.0718272540739278,-0.519067637068963,-0.416264797430733,-1.0014145481527,0,0,0,"Regular"
"596","Köln",-0.414970214435751,-0.729663920950248,1.31764854418069,-0.266643793692312,-0.866527577870186,-0.678063217654667,-0.227752077560386,-0.519067637068963,-0.416264797430733,-1.0014145481527,0,0,0,"Regular"
"597","Hannover 96",-0.414970214435751,-0.729663920950248,0.337024049945817,0.27280451672347,-0.525754206194079,0.474328085044223,-0.617564136276531,-0.690620776850425,-0.612811552876598,-1.0014145481527,0,0,0,"Regular"
"598","Stuttgart",-0.414970214435751,-0.729663920950248,0.010149218534194,0.452620620195398,-0.412163082302043,0.762425910718945,-0.69552654801976,-0.747805156777579,-0.67832713802522,-1.0014145481527,0,0,0,"Regular"
"599","Hertha BSC",-0.414970214435751,-0.729663920950248,-0.316725612877429,0.632436723667325,-0.75293645397815,0.1862302593695,-0.617564136276531,-0.804989536704733,-0.743842723173842,-1.0014145481527,0,0,0,"Regular"
"600","Hamburger SV",-0.414970214435751,-0.729663920950248,-0.316725612877429,0.632436723667325,-1.37768763538435,0.0421813465321393,-0.968394989121062,-0.804989536704733,-0.743842723173842,-1.0014145481527,0,0,0,"Regular"
"601","Freiburg",-0.414970214435751,-1.06291873863608,1.31764854418069,0.0929884132515428,-0.75293645397815,-0.173892022723903,-0.422658106918459,-0.862173916631887,-0.809358308322464,-1.0014145481527,0,0,0,"Regular"
"602","Paderborn 07",-0.414970214435751,-1.06291873863608,0.337024049945817,0.632436723667325,-1.03691426370824,1.12254819281235,-1.31922584196559,-1.03372705641335,-1.00590506376833,-1.0014145481527,0,0,0,"Regular"
"603","Bayern Munich",-0.414970214435751,2.6028842559081,-1.95109976993554,-2.06480482841159,2.54120613889088,-1.90247897677224,2.77380077455393,2.34015135928874,2.79399887485173,-1.0014145481527,0,0,0,"UCL"
"604","Dortmund",-0.414970214435751,1.43649239400768,-1.2973501071123,-1.16572431105195,1.74606827164663,-0.822112130492028,1.64334580427711,1.25364814067281,1.57104128541079,-1.0014145481527,0,0,0,"UCL"
"607","Wolfsburg",-0.414970214435751,0.769982758636008,-0.970475275700675,-0.626276000636167,0.78054371856433,0.0421813465321393,0.51289083400029,0.624619961474117,0.850369848775955,-1.0014145481527,0,0,0,"Regular"
"608","M'Gladbach",-0.414970214435751,0.436727940950173,-0.643600444289052,-0.44645989716424,0.553361470780259,-0.461989848398625,0.629834451615134,0.338698061838347,0.54463045141572,-1.0014145481527,0,0,0,"Regular"
"609","Mainz 05",-0.414970214435751,0.436727940950173,-1.2973501071123,-0.0868276902203847,0.155792537158135,0.330279172206862,-0.0718272540739278,0.224329301984039,0.413599281118476,-1.0014145481527,0,0,0,"Regular"
"610","Augsburg",-0.414970214435751,0.270100532107256,-0.643600444289052,-0.266643793692312,-0.128185272571954,-0.173892022723903,0.00613515766930121,0.167144922056885,0.348083695969854,-1.0014145481527,0,0,0,"Regular"
"611","Hoffenheim",-0.414970214435751,-0.396409103264414,0.66389888135744,-0.266643793692312,1.29170377607849,1.48267047490575,0.0840975694125303,-0.290330117360347,-0.17604098521912,-1.0014145481527,0,0,0,"Regular"
"612","Hannover 96",-0.414970214435751,-0.229781694421496,-0.970475275700675,0.452620620195398,-0.184980834517972,0.690401454300265,-0.500620518661688,-0.404698877214655,-0.285233627133489,-1.0014145481527,0,0,0,"Regular"
"613","Hertha BSC",-0.414970214435751,-0.396409103264414,-0.316725612877429,0.27280451672347,-0.525754206194079,-0.101867566305222,-0.305714489303615,-0.461883257141809,-0.350749212282111,-1.0014145481527,0,0,0,"Regular"
"614","Werder Bremen",-0.414970214435751,-0.563036512107331,0.010149218534194,0.27280451672347,-0.412163082302043,1.19457264923103,-0.929413783249447,-0.576252016996117,-0.481780382579355,-1.0014145481527,0,0,0,"Regular"
"615","Eint Frankfurt",-0.414970214435751,-0.729663920950248,0.010149218534194,0.452620620195398,-0.525754206194079,0.546352541462904,-0.656545342148146,-0.747805156777579,-0.67832713802522,-1.0014145481527,0,0,0,"Regular"
"616","Freiburg",-0.414970214435751,-0.729663920950248,0.010149218534194,0.452620620195398,-0.355367520356026,0.834450367137626,-0.69552654801976,-0.747805156777579,-0.67832713802522,-1.0014145481527,0,0,0,"Regular"
"617","Stuttgart",-0.414970214435751,-0.896291329793166,-0.316725612877429,0.812252827139253,-0.0145941486799188,0.906474823556307,-0.500620518661688,-0.976542676486195,-0.940389478619707,-1.0014145481527,0,0,0,"Regular"
"618","Hamburger SV",-0.414970214435751,-1.06291873863608,-0.970475275700675,1.35170113755504,0.0989969752121168,1.84279275699915,-0.929413783249447,-1.26246457612197,-1.26796740436282,-1.0014145481527,0,0,0,"Regular"
"619","Nürnberg",-0.414970214435751,-1.39617355632192,0.66389888135744,0.812252827139253,-0.696140892032132,1.48267047490575,-1.28024463609398,-1.31964895604912,-1.33348298951144,-1.0014145481527,0,0,0,"Regular"
"622","Dortmund",-0.414970214435751,0.936610167478925,0.010149218534194,-1.34554041452388,1.80286383359265,-0.534014304817306,1.52640218666227,0.967726241037041,1.24346335966768,-1.0014145481527,0,0,0,"UCL"
"623","Leverkusen",-0.414970214435751,0.936610167478925,-0.316725612877429,-1.16572431105195,0.894134842456366,-0.750087674073347,1.01964651033128,0.910541861109887,1.17794777451906,-1.0014145481527,0,0,0,"UCL"
"624","Schalke 04",-0.414970214435751,0.436727940950173,-0.643600444289052,-0.44645989716424,0.496565908834241,0.0421813465321393,0.317984804642217,0.338698061838347,0.54463045141572,-1.0014145481527,0,0,0,"UCL"
"625","Freiburg",-0.414970214435751,0.103473123264338,0.010149218534194,-0.44645989716424,-0.24177639646399,-0.678063217654667,0.201041187027374,0.109960542129731,0.282568110821233,-1.0014145481527,0,0,0,"Regular"
"626","Eint Frankfurt",-0.414970214435751,0.103473123264338,0.010149218534194,-0.44645989716424,-0.0145941486799188,-0.245916479142583,0.123078775284145,0.109960542129731,0.282568110821233,-1.0014145481527,0,0,0,"Regular"
"627","Hamburger SV",-0.414970214435751,0.103473123264338,-0.970475275700675,0.0929884132515428,-0.412163082302043,0.258254715788181,-0.422658106918459,-0.0615925976517313,0.0860213553753671,-1.0014145481527,0,0,0,"Regular"
"628","M'Gladbach",-0.414970214435751,-0.229781694421496,0.66389888135744,-0.44645989716424,-0.24177639646399,-0.0298431098865413,-0.149789665817157,-0.118776977578885,0.0205057702267452,-1.0014145481527,0,0,0,"Regular"
"629","Hannover 96",-0.414970214435751,-0.0631542855785789,-0.970475275700675,0.27280451672347,0.610157032726277,0.906474823556307,-0.0718272540739278,-0.233145737433193,-0.110525400070498,-1.0014145481527,0,0,0,"Regular"
"630","Nürnberg",-0.414970214435751,-0.396409103264414,0.66389888135744,-0.266643793692312,-0.582549768140097,-0.173892022723903,-0.305714489303615,-0.290330117360347,-0.17604098521912,-1.0014145481527,0,0,0,"Regular"
"631","Wolfsburg",-0.414970214435751,-0.563036512107331,1.31764854418069,-0.44645989716424,-0.128185272571954,0.1862302593695,-0.188770871688771,-0.347514497287501,-0.241556570367742,-1.0014145481527,0,0,0,"Regular"
"632","Stuttgart",-0.414970214435751,-0.229781694421496,-0.643600444289052,0.27280451672347,-0.696140892032132,0.402303628625542,-0.69552654801976,-0.347514497287501,-0.241556570367742,-1.0014145481527,0,0,0,"Regular"
"633","Mainz 05",-0.414970214435751,-0.563036512107331,0.990773712769063,-0.266643793692312,-0.412163082302043,-0.389965391979944,-0.0718272540739278,-0.404698877214655,-0.285233627133489,-1.0014145481527,0,0,0,"Regular"
"634","Werder Bremen",-0.414970214435751,-0.896291329793166,0.337024049945817,0.452620620195398,0.042201413266099,1.19457264923103,-0.617564136276531,-0.862173916631887,-0.809358308322464,-1.0014145481527,0,0,0,"Regular"
"637","Düsseldorf",-0.414970214435751,-1.06291873863608,0.010149218534194,0.812252827139253,-0.582549768140097,0.546352541462904,-0.69552654801976,-1.0909114363405,-1.07142064891695,-1.0014145481527,0,0,0,"Regular"
"638","Greuther Fürth",-0.414970214435751,-1.56280096516484,0.010149218534194,1.35170113755504,-1.32089207343833,0.762425910718945,-1.31922584196559,-1.60557085568489,-1.63922238687167,-1.0014145481527,0,0,0,"Regular"
"639","Napoli",-2.68153267223102,1.26986498516476,-2.27797460134717,-2.24462093188351,0.496565908834241,-2.47867462812168,1.68232701014873,0.910541861109887,2.92503004514898,0.823625628258142,19.7,26.3,1.1,"UCL"
"640","Inter",-2.90818891801055,0.270100532107256,-2.27797460134717,-1.34554041452388,-0.298571958410008,-1.61438115109751,0.668815657486748,-0.118776977578885,1.46184864349642,0.605414302817715,20.8,19.7,0.86,"UCL"
"641","Roma",-2.90818891801055,-0.0631542855785789,-1.2973501071123,-1.5253565179958,-1.09370982565426,-2.19057680244696,0.434928422257061,-0.290330117360347,1.17794777451906,0.462585071620344,16.3,20.6,0.9,"UCL"
"642","Milan",-2.90818891801055,-0.0631542855785789,-1.2973501071123,-1.5253565179958,-0.582549768140097,-1.39830778184147,0.356966010513832,-0.290330117360347,1.17794777451906,0.395137934666031,25.5,9.7,0.42,"UCL"
"643","Lazio",-2.90818891801055,-0.229781694421496,-0.970475275700675,-1.5253565179958,-0.582549768140097,-2.19057680244696,0.785759275101592,-0.404698877214655,1.00323954745607,0.248341224824288,26.5,5,0.22,"Regular"
"644","Atalanta",-2.90818891801055,-0.229781694421496,-1.2973501071123,-1.34554041452388,-0.412163082302043,-1.6864056075162,0.629834451615134,-0.461883257141809,0.894046905541702,0.486389943486573,23.9,13.6,0.59,"Regular"
"645","Juventus",-2.90818891801055,0.103473123264338,-1.2973501071123,-1.70517262146773,-0.75293645397815,-2.33462571528432,0.746778069229977,-0.118776977578885,1.46184864349642,0.331658276356088,24.9,8.7,0.38,"Regular"
"646","Bologna",-2.90818891801055,-0.729663920950248,-1.2973501071123,-0.806092104108095,-1.09370982565426,-1.18223441258543,-0.110808459945542,-0.976542676486195,0.0423442986096192,0.0340973780282326,31.1,-5,-0.22,"Regular"
"647","Torino",-2.90818891801055,-0.896291329793166,-0.643600444289052,-0.985908207580022,-1.43448319733036,-1.75843006393488,-0.0328460482023133,-1.03372705641335,-0.0450098149218761,0.0221949420951184,26.9,-1.1,-0.05,"Regular"
"648","Udinese",-2.90818891801055,-1.06291873863608,0.010149218534194,-1.16572431105195,-1.03691426370824,-1.54235669467883,0.123078775284145,-1.0909114363405,-0.154202456836246,0.172959130581232,30.2,-0.6,-0.03,"Regular"
"649","Monza",-2.90818891801055,-0.896291329793166,-1.2973501071123,-0.626276000636167,-1.20730094954629,-1.32628332542279,-0.110808459945542,-1.14809581626766,-0.241556570367742,0.129316865493146,29.2,-0.8,-0.03,"Regular"
"652","Lecce",-2.68153267223102,-1.229546147479,0.010149218534194,-0.806092104108095,-1.43448319733036,-1.61438115109751,-0.110808459945542,-1.26246457612197,-0.525457439345103,-0.184113947412195,27.9,-7.3,-0.31,"Regular"
"653","Fiorentina",-2.90818891801055,-1.229546147479,-0.643600444289052,-0.626276000636167,-1.43448319733036,-1.39830778184147,-0.227752077560386,-1.37683333597627,-0.612811552876598,0.264211139401774,26.4,5.5,0.24,"Regular"
"654","Salernitana",-2.90818891801055,-1.39617355632192,-0.970475275700675,-0.266643793692312,-1.37768763538435,-0.389965391979944,-0.734507753891375,-1.60557085568489,-1.00590506376833,-0.128569246390995,44,-22,-0.95,"Regular"
"655","Spezia",-2.90818891801055,-1.56280096516484,-0.643600444289052,-0.266643793692312,-1.71846100706045,-0.750087674073347,-0.773488959762989,-1.7199396155392,-1.18061329083132,-0.136504203679738,36.7,-15,-0.65,"Regular"
"656","Hellas Verona",-2.90818891801055,-1.56280096516484,-1.2973501071123,0.0929884132515428,-1.66166544511444,-1.11020995616675,-0.539601724533302,-1.83430837539351,-1.37716004627719,-0.0928619385916524,28.9,-6,-0.26,"Relegated"
"657","Sampdoria",-2.90818891801055,-1.89605578285067,-1.2973501071123,0.452620620195398,-2.1728255026286,-0.822112130492028,-1.04635740086429,-2.17741465495643,-1.94496178423191,-0.188081426056566,35.4,-14.9,-0.65,"Relegated"
"658","Cremonese",-2.90818891801055,-2.2293106005365,0.010149218534194,0.0929884132515428,-1.83205213095249,-0.534014304817306,-0.968394989121062,-2.29178341481074,-2.14150853967777,-0.0809595026585382,41.6,-18.5,-0.8,"Relegated"
"659","Milan",0.491654768682357,2.10300202937935,-0.316725612877429,-1.70517262146773,1.12131709024044,-1.32628332542279,1.48742098079065,2.11141383958012,1.94229626791965,1.36717020253702,35.9,23.8,0.63,"UCL"
"660","Inter",0.491654768682357,1.93637462053643,0.010149218534194,-1.70517262146773,1.9732505194307,-1.25425886900411,2.03315786299326,1.99704507972581,1.83310362600528,2.23604802565436,39.1,42.5,1.12,"UCL"
"661","Napoli",0.491654768682357,1.76974721169351,-0.643600444289052,-1.16572431105195,1.40529489997053,-1.32628332542279,1.68232701014873,1.71112318009004,1.54920275702792,1.29178810829397,32.5,25.3,0.67,"UCL"
"662","Juventus",0.491654768682357,1.10323757632184,0.337024049945817,-0.985908207580022,0.439770346888224,-0.894136586910709,0.785759275101592,1.19646376074566,1.02507807583895,1.0378694750542,38.1,13.4,0.35,"UCL"
"663","Lazio",0.491654768682357,0.769982758636008,0.337024049945817,-0.626276000636167,1.57568158580858,0.618376997881584,0.746778069229977,0.853357481182733,0.675661621712963,1.19260114218468,47.7,7.6,0.2,"Regular"
"664","Roma",0.491654768682357,0.769982758636008,0.010149218534194,-0.44645989716424,0.553361470780259,-0.461989848398625,0.629834451615134,0.796173101255579,0.631984564947215,1.58141404933308,38.4,26.8,0.7,"Regular"
"667","Hellas Verona",0.491654768682357,0.103473123264338,0.66389888135744,-0.0868276902203847,0.894134842456366,0.690401454300265,0.240022392898988,0.224329301984039,0.0423442986096192,0.998194688610484,49,1.4,0.04,"Regular"
"668","Torino",0.491654768682357,-0.0631542855785789,0.66389888135744,0.0929884132515428,-0.184980834517972,-0.606038761235986,0.201041187027374,0.0527761622025767,-0.110525400070498,0.93074755165617,38.9,9.8,0.26,"Regular"
"669","Sassuolo",0.491654768682357,-0.0631542855785789,0.66389888135744,0.0929884132515428,0.837339280510348,1.19457264923103,-0.0718272540739278,0.0527761622025767,-0.110525400070498,1.20847105676217,66.4,-10.7,-0.28,"Regular"
"670","Udinese",0.491654768682357,-0.396409103264414,1.64452337559231,-0.0868276902203847,0.666952594672295,0.618376997881584,0.123078775284145,-0.118776977578885,-0.285233627133489,1.03390199640983,52.4,-1,-0.03,"Regular"
"671","Bologna",0.491654768682357,-0.229781694421496,0.337024049945817,0.452620620195398,-0.298571958410008,0.402303628625542,-0.422658106918459,-0.175961357506039,-0.350749212282111,0.779983363170057,52.6,-7.7,-0.2,"Regular"
"672","Empoli",0.491654768682357,-0.563036512107331,0.66389888135744,0.632436723667325,0.042201413266099,1.48267047490575,-0.773488959762989,-0.461883257141809,-0.634650081259472,0.779983363170057,66,-21.2,-0.56,"Regular"
"673","Sampdoria",0.491654768682357,-0.563036512107331,-0.970475275700675,1.53151724102696,-0.184980834517972,0.978499279974987,-0.656545342148146,-0.747805156777579,-0.918550950236833,0.454650114331602,56.1,-19.3,-0.51,"Regular"
"674","Spezia",0.491654768682357,-0.563036512107331,-0.970475275700675,1.53151724102696,-0.468958644248061,1.55469493132443,-1.16330101847913,-0.747805156777579,-0.918550950236833,0.589544388240229,64.4,-24.3,-0.64,"Regular"
"675","Salernitana",0.491654768682357,-1.06291873863608,0.337024049945817,1.35170113755504,-0.923323139816204,2.0588661262552,-1.74801910655335,-1.03372705641335,-1.20245181921419,0.446715157042859,65.2,-28.7,-0.76,"Regular"
"676","Cagliari",0.491654768682357,-1.229546147479,0.990773712769063,1.17188503408311,-0.866527577870186,1.33862156206839,-1.31922584196559,-1.0909114363405,-1.26796740436282,0.545902123152144,61,-21.9,-0.58,"Relegated"
"677","Genoa",0.491654768682357,-1.56280096516484,2.29827303841556,0.812252827139253,-1.26409651149231,0.762425910718945,-1.28024463609398,-1.20528019619481,-1.37716004627719,0.474487507553459,54.1,-16.9,-0.44,"Relegated"
"678","Venezia",0.491654768682357,-1.229546147479,0.010149218534194,1.71133334449889,-0.866527577870186,1.41064601848707,-1.35820704783721,-1.26246457612197,-1.44267563142581,0.446715157042859,71.8,-35.3,-0.93,"Relegated"
"679","Inter",0.491654768682357,2.43625684706518,-0.643600444289052,-1.88498872493966,2.25722832916079,-1.03818549974807,2.11112027473649,2.39733573921589,2.22619713689701,1.94245460597088,39.8,34.3,0.9,"UCL"
"682","Juventus",0.491654768682357,1.60311980285059,0.010149218534194,-1.34554041452388,1.57568158580858,-0.822112130492028,1.52640218666227,1.65393880016289,1.4836871718793,1.95038956325962,39.4,35,0.92,"UCL"
"683","Napoli",0.491654768682357,1.76974721169351,-1.2973501071123,-0.806092104108095,2.08684164332274,-0.606038761235986,1.76028942189195,1.59675442023573,1.44001011511355,1.68456849408674,42.6,25.2,0.66,"Regular"
"684","Lazio",0.491654768682357,1.26986498516476,-1.2973501071123,-0.266643793692312,0.666952594672295,0.402303628625542,0.240022392898988,1.08209500089135,0.915885433924576,1.30765802287145,47.3,10.9,0.29,"Regular"
"685","Roma",0.491654768682357,0.769982758636008,-0.316725612877429,-0.266643793692312,1.06452152829442,0.618376997881584,0.395947216385446,0.738988721328425,0.566468979798593,1.58934900662182,45.6,19.7,0.53,"Regular"
"686","Sassuolo",0.491654768682357,0.603355349793091,0.66389888135744,-0.626276000636167,0.837339280510348,0.474328085044223,0.317984804642217,0.738988721328425,0.566468979798593,1.3155929801602,55.4,3,0.08,"Regular"
"687","Sampdoria",0.491654768682357,0.270100532107256,-0.643600444289052,0.452620620195398,0.155792537158135,0.330279172206862,-0.0718272540739278,0.167144922056885,-0.00133275815612822,0.799820756391914,56.1,-10.7,-0.28,"Regular"
"688","Hellas Verona",0.491654768682357,-0.396409103264414,0.990773712769063,0.27280451672347,-0.184980834517972,-0.101867566305222,-0.0718272540739278,-0.233145737433193,-0.416264797430733,0.795853277747542,49.5,-4.1,-0.11,"Regular"
"689","Genoa",0.491654768682357,-0.563036512107331,0.990773712769063,0.452620620195398,-0.128185272571954,0.618376997881584,-0.422658106918459,-0.404698877214655,-0.56913449611085,0.537967165863401,60.5,-21.7,-0.57,"Regular"
"690","Bologna",0.491654768682357,-0.563036512107331,0.66389888135744,0.632436723667325,0.0989969752121168,1.12254819281235,-0.539601724533302,-0.461883257141809,-0.634650081259472,1.16482879167408,62.6,-7.9,-0.21,"Regular"
"691","Fiorentina",0.491654768682357,-0.729663920950248,1.31764854418069,0.452620620195398,-0.128185272571954,0.690401454300265,-0.461639312790073,-0.519067637068963,-0.700165666408094,0.779983363170057,61.5,-16.6,-0.44,"Regular"
"692","Udinese",0.491654768682357,-0.563036512107331,0.337024049945817,0.812252827139253,-0.412163082302043,0.618376997881584,-0.617564136276531,-0.519067637068963,-0.700165666408094,0.811723192325028,52.6,-6.9,-0.18,"Regular"
"693","Spezia",0.491654768682357,-0.729663920950248,0.990773712769063,0.632436723667325,0.155792537158135,1.62671938774311,-0.773488959762989,-0.576252016996117,-0.743842723173842,0.847430500124371,65.1,-18.5,-0.49,"Regular"
"694","Cagliari",0.491654768682357,-0.729663920950248,0.337024049945817,0.99206893061118,-0.355367520356026,0.690401454300265,-0.617564136276531,-0.690620776850425,-0.874873893471085,0.867267893346228,61.7,-14.6,-0.38,"Regular"
"697","Crotone",0.491654768682357,-1.229546147479,-1.2973501071123,2.4305977583866,-0.24177639646399,3.06720851611672,-1.82598151829658,-1.49120209583058,-1.66106091525455,0.601446824173343,70.8,-30.5,-0.8,"Relegated"
"698","Parma",0.491654768682357,-1.72942837400775,0.66389888135744,1.89114944797082,-0.582549768140097,2.4189884083486,-1.70903790068174,-1.66275523561204,-1.83576914231754,0.684763875705143,61,-18.5,-0.49,"Relegated"
