"","Squad","MP","W","D","L","GF","GA","GD","Pts","Pts.MP","xG","xGA","xGD","xGD.90","Notes"
"258","Granada",0.491654768682357,-0.896291329793166,1.64452337559231,0.452620620195398,-0.298571958410008,0.834450367137626,-0.656545342148146,-0.633436396923271,-0.809358308322464,0.545902123152144,61.2,-22.2,-0.59,"Relegated"
"259","Levante",0.491654768682357,-0.896291329793166,0.66389888135744,0.99206893061118,0.0989969752121168,1.91481721341783,-0.968394989121062,-0.804989536704733,-0.984066535385455,1.18466618489594,55,0.1,0,"Relegated"
"262","Real Madrid",0.491654768682357,1.93637462053643,0.010149218534194,-1.70517262146773,1.0077259663484,-1.54235669467883,1.52640218666227,1.99704507972581,1.83310362600528,1.43858481813571,37.6,23.9,0.63,"UCL"
"263","Barcelona",0.491654768682357,1.76974721169351,-0.643600444289052,-1.16572431105195,2.03004608137672,-0.822112130492028,1.83825183363518,1.71112318009004,1.54920275702792,1.91468225546028,40.8,32.7,0.86,"UCL"
"264","Sevilla",0.491654768682357,1.76974721169351,-1.2973501071123,-0.806092104108095,0.212588099104152,-1.18223441258543,0.785759275101592,1.59675442023573,1.44001011511355,1.15689383438534,34.8,19.6,0.52,"UCL"
"265","Real Sociedad",0.491654768682357,0.603355349793091,0.66389888135744,-0.626276000636167,0.553361470780259,-0.822112130492028,0.824740480973206,0.738988721328425,0.566468979798593,1.40684498898074,39.2,21.5,0.57,"Regular"
"266","Betis",0.491654768682357,0.603355349793091,0.337024049945817,-0.44645989716424,0.042201413266099,0.0421813465321393,0.00613515766930121,0.681804341401271,0.522791923032846,0.946617466233656,46.8,2.2,0.06,"Regular"
"267","Villarreal",0.491654768682357,0.270100532107256,1.31764854418069,-0.626276000636167,0.610157032726277,-0.389965391979944,0.629834451615134,0.510251201619809,0.348083695969854,1.23624340727277,42.5,13.9,0.37,"Regular"
"268","Celta Vigo",0.491654768682357,0.103473123264338,0.66389888135744,-0.0868276902203847,0.326179222996188,0.546352541462904,-0.0718272540739278,0.224329301984039,0.0423442986096192,0.998194688610484,51,-0.6,-0.02,"Regular"
"269","Granada",0.491654768682357,-0.0631542855785789,-0.643600444289052,0.812252827139253,-0.128185272571954,1.12254819281235,-0.69552654801976,-0.175961357506039,-0.350749212282111,0.629219174683943,56.2,-15,-0.4,"Regular"
"270","Athletic Club",0.491654768682357,-0.396409103264414,1.31764854418069,0.0929884132515428,-0.184980834517972,-0.534014304817306,0.162059981155759,-0.175961357506039,-0.350749212282111,0.708568747571372,37.7,5.4,0.14,"Regular"
"271","Osasuna",0.491654768682357,-0.396409103264414,0.66389888135744,0.452620620195398,-0.696140892032132,-0.101867566305222,-0.422658106918459,-0.290330117360347,-0.459941854196481,0.53399968721903,47.8,-9,-0.24,"Regular"
"272","Cádiz",0.491654768682357,-0.396409103264414,0.66389888135744,0.452620620195398,-0.75293645397815,0.618376997881584,-0.851451371506218,-0.290330117360347,-0.459941854196481,0.375300541444174,55.4,-20.7,-0.54,"Regular"
"273","Valencia",0.491654768682357,-0.563036512107331,1.31764854418069,0.27280451672347,0.042201413266099,0.258254715788181,-0.110808459945542,-0.347514497287501,-0.525457439345103,0.688731354349514,52.2,-9.6,-0.25,"Regular"
"274","Levante",0.491654768682357,-0.729663920950248,1.64452337559231,0.27280451672347,-0.184980834517972,0.546352541462904,-0.422658106918459,-0.461883257141809,-0.634650081259472,0.601446824173343,53.4,-13,-0.34,"Regular"
"277","Elche",0.491654768682357,-0.896291329793166,0.990773712769063,0.812252827139253,-0.866527577870186,0.402303628625542,-0.812470165634604,-0.747805156777579,-0.918550950236833,0.184861566514346,60.9,-31,-0.82,"Regular"
"278","Huesca",0.491654768682357,-1.06291873863608,1.31764854418069,0.812252827139253,-0.866527577870186,0.258254715788181,-0.734507753891375,-0.862173916631887,-1.04958212053408,0.541934644507772,48.4,-9.5,-0.25,"Relegated"
"279","Valladolid",0.491654768682357,-1.39617355632192,2.29827303841556,0.632436723667325,-0.866527577870186,0.546352541462904,-0.890432577377833,-1.03372705641335,-1.20245181921419,0.589544388240229,52.9,-12.8,-0.34,"Relegated"
"280","Eibar",0.491654768682357,-1.229546147479,0.990773712769063,1.17188503408311,-1.15050538760027,0.1862302593695,-0.890432577377833,-1.0909114363405,-1.26796740436282,0.791885799103171,45.7,-0.5,-0.01,"Relegated"
"281","Real Madrid",0.491654768682357,2.10300202937935,0.010149218534194,-1.88498872493966,1.17811265218645,-1.75843006393488,1.76028942189195,2.16859821950727,2.00781185306827,1.69250345137548,33.3,34.6,0.91,"UCL"
"282","Barcelona",0.491654768682357,1.93637462053643,-0.643600444289052,-1.34554041452388,2.08684164332274,-0.822112130492028,1.8772330395068,1.8826763198715,1.72391098409091,1.62902379306554,38.3,28,0.74,"UCL"
"283","Atlético Madrid",0.491654768682357,0.769982758636008,2.29827303841556,-1.70517262146773,0.0989969752121168,-1.61438115109751,0.94168409858805,1.19646376074566,1.02507807583895,1.25211332185025,32.5,24.4,0.64,"UCL"
"284","Sevilla",0.491654768682357,0.936610167478925,1.31764854418069,-1.34554041452388,0.26938366105017,-1.11020995616675,0.785759275101592,1.19646376074566,1.02507807583895,1.10928409065288,36.1,17.1,0.45,"UCL"
"285","Villarreal",0.491654768682357,0.769982758636008,-0.970475275700675,0.0929884132515428,0.78054371856433,-0.0298431098865413,0.551872039871904,0.624619961474117,0.457276337884224,1.52190186966751,46.3,17.3,0.45,"Regular"
"286","Real Sociedad",0.491654768682357,0.436727940950173,-0.316725612877429,0.0929884132515428,0.382974784942206,-0.101867566305222,0.317984804642217,0.395882441765501,0.217052525672611,0.938682508944913,43,5.8,0.15,"Regular"
"287","Granada",0.491654768682357,0.436727940950173,-0.316725612877429,0.0929884132515428,0.155792537158135,-0.317940935561264,0.279003598770603,0.395882441765501,0.217052525672611,0.779983363170057,42.6,2.3,0.06,"Regular"
"288","Getafe",0.491654768682357,0.103473123264338,0.990773712769063,-0.266643793692312,-0.355367520356026,-0.894136586910709,0.240022392898988,0.281513681911193,0.107859883758241,0.6490565679058,41.4,0.2,0,"Regular"
"289","Valencia",0.491654768682357,0.103473123264338,0.66389888135744,-0.0868276902203847,-0.184980834517972,0.258254715788181,-0.266733283432,0.224329301984039,0.0423442986096192,0.716503704860114,56,-12.7,-0.33,"Regular"
"292","Levante",0.491654768682357,0.103473123264338,-0.643600444289052,0.632436723667325,-0.128185272571954,0.258254715788181,-0.227752077560386,-0.00440821772457732,-0.17604098521912,0.906942679789942,62.9,-14.8,-0.39,"Regular"
"293","Valladolid",0.491654768682357,-0.729663920950248,1.97139820700393,0.0929884132515428,-0.980118701762221,-0.461989848398625,-0.422658106918459,-0.404698877214655,-0.56913449611085,0.45068263568723,54.5,-18,-0.47,"Regular"
"294","Eibar",0.491654768682357,-0.396409103264414,0.010149218534194,0.812252827139253,-0.582549768140097,0.474328085044223,-0.656545342148146,-0.404698877214655,-0.56913449611085,0.664926482483286,53,-11,-0.29,"Regular"
"295","Betis",0.491654768682357,-0.563036512107331,0.66389888135744,0.632436723667325,-0.0713897106259366,0.762425910718945,-0.461639312790073,-0.461883257141809,-0.634650081259472,1.02199956047671,54.8,-3.7,-0.1,"Regular"
"296","Alavés",0.491654768682357,-0.563036512107331,0.010149218534194,0.99206893061118,-0.866527577870186,0.690401454300265,-0.968394989121062,-0.576252016996117,-0.743842723173842,0.557804559085258,57.8,-18.5,-0.49,"Regular"
"297","Celta Vigo",0.491654768682357,-1.06291873863608,2.29827303841556,0.27280451672347,-0.696140892032132,-0.0298431098865413,-0.461639312790073,-0.690620776850425,-0.874873893471085,0.553837080440887,45.3,-6.1,-0.16,"Regular"
"298","Leganés",0.491654768682357,-0.896291329793166,0.990773712769063,0.812252827139253,-1.09370982565426,0.11420580295082,-0.812470165634604,-0.747805156777579,-0.918550950236833,0.581609430951486,42.8,-2.9,-0.08,"Relegated"
